Galaxy	Finite difference	Spline: 1st derivative	w/ bulge	w/o bulge	Spline: 2nd derivative	w/ bulge	w/o bulge
NGC4157	0.8365252076557846	0.8066654148746542	0.8066654148746542	-inf	0.44527855615278555	0.44527855615278555	-inf
NGC4183	0.7967250141163186	0.7637382459293824	-inf	0.7637382459293824	0.1984513063725131	-inf	0.1984513063725131
NGC4214	0.28177225625601326	0.20875533493155335	-inf	0.20875533493155335	0.38391946688319467	-inf	0.38391946688319467
NGC4217	0.01239029592066149	0.11181741176617413	0.11181741176617413	-inf	0.279360696921607	0.279360696921607	-inf
NGC4389	0.8999999999999998	0.5444754612807546	-inf	0.5444754612807546	-0.10169305800893057	-inf	-0.10169305800893057
NGC4559	0.40594008399071874	0.39384459101044594	-inf	0.39384459101044594	0.12987964681479647	-inf	0.12987964681479647
NGC5005	0.468348861870576	0.3996031191000312	0.3996031191000312	-inf	0.26734388012143884	0.26734388012143884	-inf
NGC5033	0.03636363636363636	0.12896942531369424	0.12896942531369424	-inf	0.30151883135118834	0.30151883135118834	-inf
NGC5055	0.5678416928906586	0.3778224841662248	-inf	0.3778224841662248	-0.07981099055410991	-inf	-0.07981099055410991
NGC5371	0.6883384932920537	0.6842047702340477	-inf	0.6842047702340477	0.021090835902908358	-inf	0.021090835902908358
NGC5585	0.5721343873517787	0.657296107724961	-inf	0.657296107724961	-0.12308513622685135	-inf	-0.12308513622685135
NGC5985	0.25073313782991197	0.20829431031094311	0.20829431031094311	-inf	-0.1462506690225067	-0.1462506690225067	-inf
NGC6015	0.5723778616333596	0.2513761077657611	-inf	0.2513761077657611	0.27008725437687253	-inf	0.27008725437687253
NGC6195	0.09994353472614344	0.0978666680946667	0.0978666680946667	-inf	0.20171295888112958	0.20171295888112958	-inf
NGC6503	0.05374655407048927	0.16326316846863168	-inf	0.16326316846863168	0.28947138524671384	-inf	0.28947138524671384
NGC6674	0.8857142857142857	0.823787602253876	0.823787602253876	-inf	0.2600867520928675	0.2600867520928675	-inf
NGC6946	0.46208591669956056	0.40172799422127997	0.40172799422127997	-inf	-0.1426781387027814	-0.1426781387027814	-inf
NGC7331	0.5404311913309422	0.4997881037098811	0.4997881037098811	-inf	0.21622709726627096	0.21622709726627096	-inf
NGC7793	0.8293807641633728	0.7169630941616308	-inf	0.7169630941616308	0.015217657988176581	-inf	0.015217657988176581
NGC7814	0.7034899365415781	0.6389289469612894	0.6389289469612894	-inf	0.2392665611086656	0.2392665611086656	-inf
PGC51017	-0.49999999999999994	-0.2521600094536001	-inf	-0.2521600094536001	0.4697605221656052	-inf	0.4697605221656052
UGC00128	0.5279588339094539	0.5408962356209625	-inf	0.5408962356209625	0.173075700794757	-inf	0.173075700794757
UGC00191	0.7142857142857144	-0.20262285320222853	-inf	-0.20262285320222853	-0.7476110521321105	-inf	-0.7476110521321105
UGC00731	0.5636363636363637	0.4666681918426819	-inf	0.4666681918426819	0.535835198910352	-inf	0.535835198910352
UGC00891	1.0	0.8695935950479359	-inf	0.8695935950479359	0.3214278855462788	-inf	0.3214278855462788
UGC01230	0.6848484848484848	0.4463078386670784	-inf	0.4463078386670784	0.01865637907856379	-inf	0.01865637907856379
UGC01281	0.4139130434782608	0.4303474148354742	-inf	0.4303474148354742	-0.3615570421715704	-inf	-0.3615570421715704
UGC02023	0.39999999999999997	0.26155265647152653	-inf	0.26155265647152653	0.5882522497225225	-inf	0.5882522497225225
UGC02259	0.8571428571428573	0.7801810112178101	-inf	0.7801810112178101	0.14173441836134418	-inf	0.14173441836134418
UGC02455	-0.5714285714285715	-0.4258177556861776	-inf	-0.4258177556861776	-0.36324591448445914	-inf	-0.36324591448445914
UGC02487	0.5823529411764706	0.5510296410262965	0.5510296410262965	-inf	0.5686423415024233	0.5686423415024233	-inf
UGC02885	0.2564805874307415	0.017933039051330393	0.017933039051330393	-inf	-0.041074113998741134	-0.041074113998741134	-inf
UGC02916	-0.028176243396642302	0.2420527585645276	0.2420527585645276	-inf	0.31904907920249076	0.31904907920249076	-inf
UGC02953	0.4435682219987418	0.5442594736385947	0.5442594736385947	-inf	0.025844618742446184	0.025844618742446184	-inf
UGC03205	0.5079904367254044	0.36758946524789465	0.36758946524789465	-inf	0.34328281046482806	0.34328281046482806	-inf
UGC03546	0.6464217235869801	0.4228090803640908	0.4228090803640908	-inf	0.4301437809534378	0.4301437809534378	-inf
UGC03580	-0.44153122625562163	0.055135611167356116	0.055135611167356116	-inf	0.43118900045189	0.43118900045189	-inf
UGC04278	0.17652173913043476	0.12067665707476657	-inf	0.12067665707476657	-0.2263961221279612	-inf	-0.2263961221279612
UGC04305	0.3194805194805195	0.32736177964561786	-inf	0.32736177964561786	-0.33862574258625744	-inf	-0.33862574258625744
UGC04325	0.9642857142857145	0.9286977627229777	-inf	0.9286977627229777	-0.3780407205724072	-inf	-0.3780407205724072
UGC04483	0.8571428571428573	0.7030124437421243	-inf	0.7030124437421243	-0.2736032904120329	-inf	-0.2736032904120329
UGC04499	0.6428571428571429	0.5874459822304599	-inf	0.5874459822304599	-0.6826371380743713	-inf	-0.6826371380743713
UGC05005	0.9272727272727272	0.8880948625809485	-inf	0.8880948625809485	0.1148929294409293	-inf	0.1148929294409293
UGC05253	0.44159723653548816	0.21601323832813238	0.21601323832813238	-inf	-0.06522074380020744	-0.06522074380020744	-inf
UGC05414	0.9999999999999999	0.762898299128983	-inf	0.762898299128983	-0.1305903500619035	-inf	-0.1305903500619035
UGC05716	0.6727272727272727	0.6324943748769437	-inf	0.6324943748769437	0.41212983589729835	-inf	0.41212983589729835
UGC05721	0.7594579333709771	0.5733802571378026	-inf	0.5733802571378026	0.1721811489538115	-inf	0.1721811489538115
UGC05750	0.7575757575757575	0.060906161661061615	-inf	0.060906161661061615	-0.8539870301838703	-inf	-0.8539870301838703
UGC05764	0.8833333333333333	0.8162151715821517	-inf	0.8162151715821517	-0.1521709862377099	-inf	-0.1521709862377099
UGC05829	0.2606060606060606	0.1323847208078472	-inf	0.1323847208078472	0.045361814997618155	-inf	0.045361814997618155
UGC05918	0.7142857142857144	0.48876259494362595	-inf	0.48876259494362595	-0.06573663645336637	-inf	-0.06573663645336637
UGC05986	0.8162821221124347	0.8325155335291554	-inf	0.8325155335291554	0.5860007050120071	-inf	0.5860007050120071
UGC05999	-0.19999999999999998	-0.05454297115742972	-inf	-0.05454297115742972	-0.2626703495267035	-inf	-0.2626703495267035
UGC06399	0.880952380952381	0.8834042750780428	-inf	0.8834042750780428	-0.07726678170466782	-inf	-0.07726678170466782
UGC06446	0.5029411764705883	0.5114634676226347	-inf	0.5114634676226347	0.6428237345242374	-inf	0.6428237345242374
UGC06614	0.3076923076923077	0.0542796102987961	0.0542796102987961	-inf	0.3458169560781696	0.3458169560781696	-inf
UGC06628	0.8116794499134278	0.56601099326011	-inf	0.56601099326011	-0.5433918311979183	-inf	-0.5433918311979183
UGC06667	0.7857142857142858	0.5162011497380116	-inf	0.5162011497380116	-0.3191410151994101	-inf	-0.3191410151994101
UGC06786	0.20391884801337642	-0.2481019889850199	-0.2481019889850199	-inf	0.0033109000291090007	0.0033109000291090007	-inf
UGC06787	0.4335235993651089	0.188498401728984	0.188498401728984	-inf	0.07091668699316687	0.07091668699316687	-inf
UGC06917	0.29696969696969694	0.42631235973912357	-inf	0.42631235973912357	0.0061898873538988744	-inf	0.0061898873538988744
UGC06923	0.7999999999999999	0.586870894248709	-inf	0.586870894248709	-0.08605493544854936	-inf	-0.08605493544854936
UGC06930	0.9456149718939671	0.9180358505643585	-inf	0.9180358505643585	-0.17000126078001263	-inf	-0.17000126078001263
UGC06973	0.3333333333333334	0.4466713162347132	0.4466713162347132	-inf	-0.48455068010150676	-0.48455068010150676	-inf
UGC06983	0.5147058823529412	0.546682605978826	-inf	0.546682605978826	0.8410181757341818	-inf	0.8410181757341818
UGC07089	0.7000000000000001	0.5453532939295329	-inf	0.5453532939295329	-0.1069001297290013	-inf	-0.1069001297290013
UGC07125	0.5034965034965035	0.3415345367833454	-inf	0.3415345367833454	-0.21417761370577612	-inf	-0.21417761370577612
UGC07151	0.8787878787878788	0.8681234197732343	-inf	0.8681234197732343	0.2775669218436692	-inf	0.2775669218436692
UGC07261	0.028571428571428574	0.1612656403366564	-inf	0.1612656403366564	0.31506934644669343	-inf	0.31506934644669343
UGC07323	0.5666666666666667	0.5011407367034074	-inf	0.5011407367034074	-0.12922505805225057	-inf	-0.12922505805225057
UGC07399	0.65	0.5714916778589167	-inf	0.5714916778589167	0.25131884738918847	-inf	0.25131884738918847
UGC07524	0.6167538140289277	0.5898375385623753	-inf	0.5898375385623753	0.2476709588087096	-inf	0.2476709588087096
UGC07559	0.48571428571428577	0.5043538296035383	-inf	0.5043538296035383	-0.3834277654502776	-inf	-0.3834277654502776
UGC07577	-0.6190476190476191	-0.6157891552098915	-inf	-0.6157891552098915	-0.6432529817405298	-inf	-0.6432529817405298
UGC07603	0.9132515299544461	0.8558015825180159	-inf	0.8558015825180159	0.418282503042825	-inf	0.418282503042825
UGC07608	0.6071428571428572	0.2988721293247213	-inf	0.2988721293247213	-0.2671025412790254	-inf	-0.2671025412790254
UGC07690	0.4285714285714286	0.08709249100292492	-inf	0.08709249100292492	0.09138184711381848	-inf	0.09138184711381848
UGC07866	0.4285714285714286	0.5103716649637167	-inf	0.5103716649637167	-0.18031326048313262	-inf	-0.18031326048313262
UGC08286	0.7411764705882353	0.7385705951577058	-inf	0.7385705951577058	0.18248394622883948	-inf	0.18248394622883948
UGC08490	0.5694581757581378	0.4740094839360949	-inf	0.4740094839360949	0.2935547868675479	-inf	0.2935547868675479
UGC08550	0.4666666666666666	0.521027086982271	-inf	0.521027086982271	0.5860407679844076	-inf	0.5860407679844076
UGC08699	0.3847173581650717	0.368735397915354	0.368735397915354	-inf	0.13353861201938613	0.13353861201938613	-inf
UGC08837	0.1785714285714286	0.35909882559898826	-inf	0.35909882559898826	0.06444270156842702	-inf	0.06444270156842702
UGC09037	0.6285714285714287	0.44249926337699264	-inf	0.44249926337699264	-0.17314581639945817	-inf	-0.17314581639945817
UGC09133	-0.31293395652397765	0.2790546540785465	0.2790546540785465	-inf	0.2110647783706478	0.2110647783706478	-inf
UGC09992	0.7999999999999999	0.7254757348747574	-inf	0.7254757348747574	-0.6069312831093128	-inf	-0.6069312831093128
UGC10310	0.8285714285714287	0.7805761070457611	-inf	0.7805761070457611	0.4233474664774746	-inf	0.4233474664774746
UGC11455	0.621752225069792	0.40161074796810753	-inf	0.40161074796810753	-0.08269444477094445	-inf	-0.08269444477094445
UGC11557	0.8272727272727273	0.5686473014744731	-inf	0.5686473014744731	0.3484546431405464	-inf	0.3484546431405464
UGC11820	0.8166666666666667	-0.1735250082072501	-inf	-0.1735250082072501	-0.2684248599442486	-inf	-0.2684248599442486
UGC11914	0.643712723707655	0.2072889586168896	0.2072889586168896	-inf	0.026072004548720048	0.026072004548720048	-inf
UGC12506	0.6720090077800879	0.6464242351762424	-inf	0.6464242351762424	0.19660476255404763	-inf	0.19660476255404763
UGC12632	0.5252747252747253	0.4609378855213789	-inf	0.4609378855213789	0.006365970519659705	-inf	0.006365970519659705
UGC12732	0.1464285714285714	0.1351455630314556	-inf	0.1351455630314556	-0.23536972228969724	-inf	-0.23536972228969724
UGCA281	1.0	0.8808125858041259	-inf	0.8808125858041259	-0.3342939921909399	-inf	-0.3342939921909399
UGCA442	0.9642857142857145	0.9081878476418785	-inf	0.9081878476418785	0.26205343542453435	-inf	0.26205343542453435
UGCA444	0.304286927046556	0.3180508083365081	-inf	0.3180508083365081	0.17779585118595853	-inf	0.17779585118595853
